Site name,Continent,Country,Latitude,Longitude,MAR type,Influent type,Climate
Badain Jilin Samo,Asia,China,39.725872,102.620827,Infiltration basin,Storm water,Arid
Lake Baltezers,Europe,Latvia,56.95471,24.10538,Bank filtration,River water,Humid
Ixtapaluca,North America,Mexico,19.287398,-98.87335,Check dam,Storm water,Dry sub-humid
Yongchang-Jinchang,Asia,China,38.476994,102.286657,Infiltration basin,River water,Semi-arid
Goleta Water District,North America,USA,34.437686,-119.854427,Aquifer storage and recovery,Lake water,Semi-arid
Tonami (Kitsunejima) No.1-3,Asia,Japan,36.651667,136.918889,Infiltration basin,River water,Humid
Hunpu,Asia,China,41.717347,123.318147,Infiltration basin,Storm water,Dry sub-humid
Grove Basin,North America,USA,34.016749,-117.63002,Infiltration basin,Storm water,Semi-arid
Lower Day Basin,North America,USA,34.132022,-117.543524,Infiltration basin,Storm water,Semi-arid
Manzanares,South America,Chile,-36.35599726,-72.50955319,Trenches,Storm water,Humid
Kitui District,Africa,Kenia,-1.46194,38.00394,Subsurface Dam,Groundwater,Semi-arid
Kingfisher,Oceania,Australia,-34.810455,138.695693,Aquifer storage and recovery,Storm water,Semi-arid
Shram sakthi Bhawan (Ministry of Labour and Employment),Asia,India,28.618466,77.212059,Trenches,Storm water,Humid
Rustaq,Asia,Oman,23.955932,57.013136,Check dam,River water,Arid
Clarendon Weir  (Lockyer Valley),Oceania,Australia,-27.526693,152.374924,Check dam,River water,Humid
Sítio Parque Nossa Senhora da Piedade,South America,Brasil,-19.84793,-43.92618,Trenches,Storm water,Humid
Hieroglyphic Mountains Recharge Project (HMRP),North America,USA,33.759517,-112.425473,Infiltration basin,River water,Semi-arid
Longhe,Asia,China,34.669067,112.479196,Subsurface Dam,River water,Dry sub-humid
Echthausen,Europe,Germany,51.5,7.89,Bank filtration,River water,Humid
N/A,Asia,China,35.213283,107.349539,Subsurface Dam,River water,Dry sub-humid
Lo?cknitz-See,Europe,Germany,53.447,14.225,Bank filtration,Lake water,Humid
Fanshan,Asia,China,39.703593,116.158776,Surface flooding and ditch-and-furrow,River water,Semi-arid
Barra de Maniçoba,South America,Brasil,-6.32229,-37.22113,Subsurface Dam,Storm water,Dry sub-humid
Halstead recharge site – well,North America,USA,38.014659,-97.565488,Aquifer storage using wells,Groundwater,Semi-arid
Valle Aconcagua,South America,Chile,-32.7823009,-70.6865124,Infiltration basin,River water,Semi-arid
Floreat,Oceania,Australia,-31.9503107,115.7880828,Reverse Drainage,Reclaimed wastewater,Dry sub-humid
JNU – IIT - Sanjay Van Project - Sanjay Van,Asia,India,28.530088,77.173517,Check dam,River water,Humid
Korba,Africa,Tunisia,36.66471,10.909284,Infiltration basin,Reclaimed wastewater,Dry sub-humid
Haidian,Asia,China,39.918853,116.214405,Infiltration basin,River water,Semi-arid
Johnson Aquifer Recharge Site,North America,USA,45.95698,-118.439909,Infiltration basin,River water,Semi-arid
Assentamento Pedro Henrique (Owner: Francisco Lira dos Santos,South America,Brasil,-6.7856,-35.7607,Subsurface Dam,River water,Dry sub-humid
Jardim Atlântico,South America,Brasil,-16.7265,-49.2953,Aquifer storage using wells,Storm water,Humid
Lobau,Europe,Austria,48.174,16.5,Bank filtration,River water,Humid
Victoria Basin,North America,USA,34.129886,-117.50619,Infiltration basin,Reclaimed wastewater,Semi-arid
EMBRAPA – Campo experimental da Caatinga BS-1,South America,Brasil,-9.069175,-40.328099,Subsurface Dam,River water,Semi-arid
Lagoa de Alagamar,South America,Brasil,-5.883129,-35.17535,Infiltration basin,Storm water,Dry sub-humid
Villigst,Europe,Germany,51.45192,7.627938,Infiltration basin,River water,Humid
Ulfiswiese,Europe,Austria,47.257,11.344,Bank filtration,River water,Humid
Oregonian Bldg. - 3E1,North America,USA,45.514848,-122.681874,Aquifer storage and recovery,Groundwater,Humid
Geldermalsen,Europe,Netherlands,51.88126,5.288029,Bank filtration,River water,Humid
Lagoa de Infiltração Mirassol,South America,Brasil,-5.844457,-35.204664,Infiltration basin,Storm water,Dry sub-humid
Veerdam,Europe,Netherlands,51.82423,4.683201,Bank filtration,River water,Humid
Maligampattu Odai,Asia,India,11.735055,79.52805,Aquifer storage using wells,River water,Humid
Wadi Al Hawasnah & Wadi Bani Omar Dam,Asia,Oman,23.955932,57.013136,Check dam,River water,Arid
Santa Fe Spreading Grounds,North America,USA,34.120986,-117.954246,Infiltration basin,Lake water,Semi-arid
Sítio Almeida,South America,Brasil,-7.15178,-35.847647,Subsurface Dam,River water,Dry sub-humid
Koppanymonostor,Europe,Hungary,47.75271,18.06084,Bank filtration,River water,Humid
Fred Hervey Water Reclamation Plant,North America,USA,31.944596,-106.364348,Aquifer storage using wells,Reclaimed wastewater,Semi-arid
Comunidade Mandacácio,South America,Brasil,-8.069863,-39.328154,Subsurface Dam,River water,Semi-arid
Torgelow,Europe,Germany,53.628,14.08,Bank filtration,River water,Humid
"Balichuang, Beijing",Asia,China,39.924655,116.300799,Rooftop Rainwater Harvesting,Storm water,Semi-arid
Madam,Asia,India,12.38472,79.60173,Subsurface Dam,Groundwater,Dry sub-humid
Winkler Avenue,North America,USA,26.602222,-81.881388,Aquifer storage and recovery,Reclaimed wastewater,Humid
Manshad,Asia,Iran,31.605405,54.333416,Check dam,River water,Semi-arid
Urfahr,Europe,Austria,48.307,14.286,Bank filtration,River water,Humid
Wuhlheide,Europe,Germany,52.47,13.53,Bank filtration,River water,Humid
Tonopah Desert Recharge Project (TDRP),North America,USA,33.555862,-112.984259,Infiltration basin,River water,Semi-arid
Wynn Vale Dam,Oceania,Australia,-34.799446,138.699468,Aquifer storage and recovery,Storm water,Semi-arid
"National Bank of Washington, Villa Plaza Branch – 2D1,3",North America,USA,47.163249,-122.514397,Aquifer storage and recovery,Groundwater,Humid
Tanglabidly,Asia,Iran,31.49373,54.435217,Check dam,River water,Semi-arid
"Mannheim ASR Project, Region of Waterloo",North America,Canada,43.401755,-80.531282,Aquifer storage and recovery,River water,Humid
Sucre,South America,Bolivia,-19.05245,-65.245929,Trenches,Storm water,Semi-arid
Frankfurter WW2 + WW5 + WW7,Europe,Germany,50.097267,8.560689,Infiltration basin,River water,Humid
Shanghai,Asia,China,31.242089,121.458065,Aquifer storage and recovery,Groundwater,Humid
Hawks Prairie Reclaimed Water Satellite,North America,USA,47.07446,-122.765124,Infiltration basin,Reclaimed wastewater,Humid
Cluj,Europe,Romania,46.7475,23.4908,Bank filtration,River water,Humid
Peace River ASR Project,North America,USA,27.094896,-82.014606,Aquifer storage and recovery,River water,Humid
Bugaelva,Europe,Norway,63.340806,9.126932,Bank filtration,River water,Humid
Szentendre Island,Europe,Hungary,47.738,19.092,Bank filtration,River water,Humid
Binsheimer Feld,Europe,Germany,51.509,6.702,Infiltration basin,River water,Humid
Arcade,Europe,Italy,45.7807,12.2195,Aquifer storage using wells,River water,Humid
Nagybajcs-szegoye,Europe,Hungary,47.69636,17.64816,Bank filtration,River water,Humid
Buena Vista Spreading Basin,North America,USA,34.122795,-117.983233,Infiltration basin,River water,Semi-arid
Sohar Dam,Asia,Oman,24.264643,56.73214,Check dam,River water,Arid
Kievietsweg,Europe,Netherlands,52,5,Bank filtration,River water,Humid
"BPCL Housing Complex, Sector 56",Asia,India,28.599887,77.342803,Rooftop Rainwater Harvesting,Storm water,Humid
Campina de Faro,Europe,Portugal,37.042,-7.915,Infiltration basin,Storm water,Dry sub-humid
Ujecie Bogucino-Rosciecino,Europe,Poland,54.169,15.56,Bank filtration,River water,Humid
Little Dalton Spreading Grounds,North America,USA,34.152551,-117.841742,Infiltration basin,Lake water,Semi-arid
Akola region,Asia,India,20.701167,77.002079,Trenches,Storm water,Humid
Herten,Europe,Netherlands,51.181,5.962,Aquifer storage and recovery,Groundwater,Humid
Rio Hondo Coastal Spreading Grounds,North America,USA,33.988642,-118.110145,Infiltration basin,Lake water,Semi-arid
Sítio Olho D'água dos Brandões,South America,Brasil,-6.2118,-36.41419,Subsurface Dam,River water,Dry sub-humid
Cottesloe Peninsula Groundwater Restoration Project,Oceania,Australia,-31.9989621,115.7595079,Reverse Drainage,Storm water,Dry sub-humid
Distrito Curral Velho,South America,Brasil,-6.23119,-38.00017,Subsurface Dam,River water,Dry sub-humid
Sítio Maniçoba,South America,Brasil,-7.915354,-40.08788,Subsurface Dam,River water,Semi-arid
Pitombeira,South America,Brasil,-6.45574,-37.24519,Subsurface Dam,Storm water,Dry sub-humid
Zanjan plain,Asia,Iran,36.67929,48.479061,Surface flooding and ditch-and-furrow,River water,Semi-arid
Vuonteenharju,Europe,Finland,62.244,25.747,Excess Irrigation,River water,Humid
Mount Pleasant Waterworks & Sewer Commission,North America,USA,32.833053,-79.826024,Aquifer storage and recovery,Groundwater,Humid
Wala reservoir,Europe,Jordan,31.56806,35.80444,Check dam,Storm water,Semi-arid
Hunan,Asia,China,41.758712,123.506436,Infiltration basin,Storm water,Dry sub-humid
Wadi Al Jizzi,Asia,Oman,24.312339,56.516248,Check dam,River water,Arid
Trecho do Rio Itajaí do Sul,South America,Brasil,-27.41336,-49.6054,Bank filtration,River water,Humid
Marco Lakes – Expanded – ASR 3,North America,USA,26.065555,-81.69333333,Aquifer storage and recovery,Lake water,Humid
WW Styrum Ost + WW Styrum West,Europe,Germany,51.46,6.8,Infiltration basin,River water,Humid
The Paddocks,Oceania,Australia,-34.811716,138.642021,Aquifer storage and recovery,Storm water,Semi-arid
Shijingshan,Asia,China,39.934926,116.204792,Aquifer storage using wells,River water,Semi-arid
Huantai,Asia,China,36.945175,118.101882,Surface flooding and ditch-and-furrow,River water,Dry sub-humid
Ahvenisto,Europe,Finland,61.29572,26.51168,Infiltration basin,River water,Humid
"First National Bank, 1405 S.W. Morrison St. Branch3- 3R1,2",North America,USA,45.5214,-122.686471,Aquifer storage and recovery,Groundwater,Humid
Off-River Channel,North America,USA,33.84118,-117.860583,Infiltration basin,River water,Semi-arid
Rovatnet,Europe,Norway,63.238397,9.042739,Bank filtration,Lake water,Humid
Linsental,Europe,Switzerland,47.468,8.758,Bank filtration,River water,Humid
Pacoima Spreading Grounds,North America,USA,34.256425,-118.448018,Infiltration basin,Lake water,Semi-arid
Village Green/ Kensington University,Oceania,Australia,-33.918488,151.227858,Reverse Drainage,Storm water,Humid
Jagsi-Sarfabad deep,Asia,India,29.276362,76.63632,Aquifer storage and recovery,River water,Humid
Baoshan Farm,Asia,China,46.937761,130.932933,Infiltration basin,Storm water,Dry sub-humid
American Pipe & Construction Co.,North America,USA,45.52921,-122.664035,Aquifer storage and recovery,Groundwater,Humid
Área do Laboratório de Sistemas Prediais - EEC -UFG,South America,Brasil,-16.67698,-49.241,Aquifer storage using wells,Storm water,Humid
Durango,North America,Mexico,24.0277202,-104.6531759,Barriers and Bunds,River water,Dry sub-humid
University of Sasketchewan field site 2,North America,Canada,52.404789,-107.239452,Aquifer storage using wells,Lake water,Semi-arid
Raudatain well field R-63,Asia,Kuwait,29.880411,47.72133,Aquifer storage and recovery,Groundwater,Semi-arid
San Gabriel River (San Gabriel Valley),North America,USA,33.9997,-118.070543,Check dam,Lake water,Semi-arid
Bhaonta (Beruji),Asia,India,27.333514,76.218212,Check dam,River water,Humid
Arrowhead Ranch Water Reclamation Facility (ARWRF),North America,USA,33.668322,-112.196979,Aquifer storage and recovery,Reclaimed wastewater,Semi-arid
Assentamento Pedro Henrique - BS-4 (Owner: Maria de Lourdes F. da Silva),South America,Brasil,-6.78083,-35.75722,Subsurface Dam,River water,Dry sub-humid
Al-Mazraa,Asia,Syria,33.52459,36.296725,Aquifer storage and recovery,River water,Semi-arid
"Pacific Power & Light Co. - 3D5,6",North America,USA,45.518028,-122.678194,Aquifer storage and recovery,Groundwater,Humid
Xi'an Nuclear Instrument Factory,Asia,China,34.222643,108.955589,Aquifer storage and recovery,River water,Dry sub-humid
Sandy Creek Weir  (Lockyer Valley),Oceania,Australia,-27.637178,152.331268,Check dam,River water,Humid
New River-Agua Fria River Underground Storage Project (NAUSP),North America,USA,33.526209,-112.285105,Infiltration basin,River water,Semi-arid
Breehei,Europe,Netherlands,51.482,6.011,Aquifer storage and recovery,Groundwater,Humid
Big Dalton Spreading Grounds,North America,USA,34.153644,-117.836233,Infiltration basin,River water,Semi-arid
BF Plant Nokia - Maatialaharju,Europe,Finland,61.48072,23.50126,Bank filtration,River water,Humid
Sand Hollow Trench,North America,USA,37.128629,-113.374203,Trenches,Groundwater,Semi-arid
Ottappalam,Asia,India,10.770063,76.37837,Subsurface Dam,Groundwater,Humid
T Kromme Gat + De Put,Europe,Netherlands,51.827,4.822,Bank filtration,River water,Humid
Sojovice,Europe,Czech Republik,50.216359,14.755827,Bank filtration,River water,Humid
Kissimmee River ASR system (KRARS),North America,USA,27.155194,-80.874917,Aquifer storage and recovery,River water,Humid
Shingnapur,Asia,India,20.942633,77.489684,Bank filtration,River water,Humid
Dominguez Gap Spreading Grounds,North America,USA,33.845733,-118.203074,Infiltration basin,River water,Semi-arid
Linkes Tumed-Banne,Asia,China,40.785557,111.863823,Aquifer storage and recovery,Groundwater,Semi-arid
Verdun-sur-Garonne,Europe,France,43.85389,1.236389,Infiltration basin,River water,Humid
Shitoro,Asia,Japan,34.841013,138.1081,Subsurface Dam,Groundwater,Humid
Fazenda Sítio Manoel,South America,Brasil,-6.524552,-36.373584,Subsurface Dam,River water,Dry sub-humid
Oak Creek,North America,USA,42.874693,-87.92191,Aquifer storage and recovery,Lake water,Humid
Surya Vihar Appartments,Asia,India,28.517881,77.077429,Rooftop Rainwater Harvesting,Storm water,Humid
Lower Flagstone Creek Weir  (Lockyer Valley),Oceania,Australia,-27.592346,152.142102,Check dam,River water,Humid
Atlantis Water Resource Management Scheme (AWRMS),Africa,South Africa,-33.628087,18.449092,Infiltration basin,Reclaimed wastewater,Semi-arid
Kampung Jenderam Hilir – well No. 2,Asia,Malaysia,2.89234,101.720818,Bank filtration,River water,Humid
Comarca Lagunera,North America,Mexico,25.55,-103.433333,Infiltration basin,Lake water,Semi-arid
So?derta?lje,Europe,Sweden,59.195,17.625,Infiltration basin,Lake water,Humid
Xian,Asia,China,34.322784,108.931544,Aquifer storage using wells,River water,Dry sub-humid
Rokugo basin 2,Asia,Japan,39.416667,140.568056,Infiltration basin,River water,Humid
Qingfeng Farm,Asia,China,45.786947,133.072354,Aquifer storage and recovery,Storm water,Dry sub-humid
Cuenca del Río Sonora,North America,Mexico,29.068506,-110.954286,Infiltration basin,Reclaimed wastewater,Semi-arid
"Federal Savings & Loan Association Building - 27G1,2",North America,USA,45.630385,-122.670789,Aquifer storage and recovery,Groundwater,Humid
Valles Centrales de Oaxaca,North America,Mexico,16.964935,-96.578188,Channel infiltration/spreading,River water,Humid
Aquífero Cauê – Área de influência Fechos Auxiliar,South America,Brasil,-7.78,-60.9,Infiltration basin,Storm water,Humid
Culemborg,Europe,Netherlands,51.948,5.233,Bank filtration,River water,Humid
Mu?ndelheim,Europe,Germany,51.369,6.688,Bank filtration,River water,Humid
"Fengtai, Peking",Asia,China,39.829667,116.248785,Surface flooding and ditch-and-furrow,River water,Semi-arid
Har Ki Pauri,Asia,India,29.961269,78.175776,Bank filtration,River water,Humid
Jinlang Shangquan,Asia,China,41.775012,123.440514,Aquifer storage using wells,River water,Dry sub-humid
Kroombit Dam (Callide Valley),Oceania,Australia,-24.417232,150.772157,Channel infiltration/spreading,River water,Semi-arid
La Mitidja Legros System,Africa,Algeria,36.585054,2.883073,Infiltration basin,River water,Dry sub-humid
Oued Biskra,Africa,Algeria,34.89222222,5.7425,Check dam,River water,Semi-arid
Stolpe,Europe,Germany,52.66,13.26,Surface flooding and ditch-and-furrow,River water,Humid
Wesseling-Hersel,Europe,Germany,50.822,6.993,Bank filtration,River water,Humid
Jinjiang Qu,Asia,China,30.667544,104.092139,Rooftop Rainwater Harvesting,Storm water,Humid
Sulaibyia,Asia,Kuwait,29.282019,47.799633,Infiltration basin,Reclaimed wastewater,Semi-arid
Montclair Basin,North America,USA,34.087024,-117.702081,Infiltration basin,Storm water,Semi-arid
Ohio River - Indiana–American Water Company,North America,USA,38.296766,-85.68418,Bank filtration,River water,Humid
Grobbendonk,Europe,Belgium,51.2,4.7167,Infiltration basin,River water,Humid
Pleasanton,North America,USA,37.663808,-121.878132,Aquifer storage and recovery,River water,Semi-arid
Fort Dix Land Application Site Infiltration Basin Project,North America,USA,39.983723,-74.613484,Infiltration basin,Reclaimed wastewater,Humid
Dagu River,Asia,China,36.203538,120.111597,Subsurface Dam,River water,Dry sub-humid
WW Severin,Europe,Germany,50.924651,6.966828,Bank filtration,River water,Humid
850 Nongchang,Asia,China,45.733463,132.492276,Aquifer storage and recovery,Storm water,Dry sub-humid
WW Burgaltendorf,Europe,Germany,51.428426,7.105129,Infiltration basin,River water,Humid
Perry Lakes,Oceania,Australia,-31.9437805,115.780462,Reverse Drainage,Reclaimed wastewater,Dry sub-humid
river Esgueva,Europe,Spain,41.83,-4.95,Aquifer storage and recovery,River water,Humid
Friedrichshagen,Europe,Germany,52.44,13.64,Bank filtration,Lake water,Humid
Hietasalo,Europe,Finland,62.893,27.68,Bank filtration,River water,Humid
San Jerónimo Silacayoapilla,North America,Mexico,17.803086,-97.849213,Check dam,Storm water,Semi-arid
River View Basin,North America,USA,33.823354,-117.866196,Infiltration basin,River water,Semi-arid
Derwent Park,Oceania,Australia,-42.830898,147.293093,Aquifer storage and recovery,Storm water,Humid
Westhofen1,Europe,Germany,51.41527,7.53417,Infiltration basin,River water,Humid
Glasgow,Europe,United Kingdom,55.87261,-4.252396,Bank filtration,River water,Humid
Tea Tree Gully Golf Course,Oceania,Australia,-34.8035991,138.7293378,Aquifer storage and recovery,Storm water,Semi-arid
Kiindu Dam 6,Africa,Kenia,-1.45142,37.99972,Subsurface Dam,River water,Semi-arid
Calleguas – Metropolitan Water District,North America,USA,34.246567,-118.832248,Aquifer storage and recovery,Lake water,Semi-arid
N/A,Asia,China,38.850061,80.840264,Subsurface Dam,River water,Arid
Assentamento Pedro Henrique - BS-2 (Owner: Severino Candido de Araújo),South America,Brasil,-6.78083,-35.75722,Subsurface Dam,River water,Dry sub-humid
"AQUITOPIA, Gareh-Bygone-Plain",Asia,Iran,28.60562,53.934367,Surface flooding and ditch-and-furrow,River water,Semi-arid
Fish Canyon Spreading Grounds,North America,USA,34.155909,-117.922022,Check dam,River water,Semi-arid
Saticoy,North America,USA,34.279271,-119.142216,Infiltration basin,River water,Semi-arid
Adam's ASR test site,North America,Canada,52.276007,-106.70293,Aquifer storage and recovery,Lake water,Semi-arid
Croissy-sur-Seine,Europe,France,48.87968,2.142506,Infiltration basin,River water,Humid
Santa Clara County Water District,North America,USA,37.322411,-121.863073,Aquifer storage and recovery,River water,Semi-arid
Carmona,Europe,Spain,37.26,-5.98,Infiltration basin,River water,Dry sub-humid
Irwindale Spreading Grounds/ Manning Pit,North America,USA,34.098292,-117.932957,Infiltration basin,Lake water,Semi-arid
Lagoa da Petrobrás,South America,Brasil,-5.831019,-35.227377,Infiltration basin,Storm water,Dry sub-humid
Gordons Corner Well-Injection Facility,North America,USA,40.334697,-74.275669,Aquifer storage using wells,Groundwater,Humid
Clackamas River Water ASR,North America,USA,45.361589,-122.582873,Aquifer storage and recovery,River water,Humid
Ban Nong Na (Nong Kula) 2,Asia,Thailand,16.646433,99.999297,Infiltration basin,River water,Humid
Vehonniemi- Isokangas Esker,Europe,Finland,61.382,24.2,Bank filtration,Lake water,Humid
Burdekin Delta,Oceania,Australia,-19.612734,147.4199768,Infiltration basin,River water,Dry sub-humid
C-111 infiltration basins,North America,USA,25.464079,-80.474013,Infiltration basin,River water,Humid
Lagoa do Makro,South America,Brasil,-5.86292,-35.2098,Infiltration basin,Storm water,Dry sub-humid
Linden ponds,North America,USA,34.154521,-117.399334,Infiltration basin,River water,Semi-arid
Sierra Madre Spreading Grounds,North America,USA,34.165474,-118.040127,Infiltration basin,River water,Semi-arid
Hall-Wentland,North America,USA,45.999006,-118.412346,Surface flooding and ditch-and-furrow,River water,Semi-arid
Gheraiesti,Europe,Romania,46.59933,26.90449,Bank filtration,River water,Humid
Harpers Field,Oceania,Australia,-34.774361,138.729286,Aquifer storage and recovery,River water,Semi-arid
Youlambie Weir (Three Moon Creek),Oceania,Australia,-24.819166,151.096769,Check dam,River water,Dry sub-humid
Kalateh Asad recharge project,Asia,Iran,36.404847,55.625878,Check dam,River water,Semi-arid
Dashin,Asia,China,39.641662,116.169693,Surface flooding and ditch-and-furrow,River water,Semi-arid
L-63N (Taylor Creek) ASR System,North America,USA,27.238903,-80.785901,Aquifer storage and recovery,River water,Humid
Wasilkow,Europe,Poland,53.19352,23.19394,Infiltration basin,River water,Humid
Andritz,Europe,Austria,47.111,15.426,Bank filtration,River water,Humid
Área do Instituto de Pesquisas Hidráulicas - UFRGS - Trincheira 2,South America,Brasil,-30.076102,-51.114595,Trenches,Storm water,Humid
Reijerwaard,Europe,Netherlands,51.88,4.6,Bank filtration,River water,Humid
Cania Dam (Three Moon Creek),Oceania,Australia,-24.650774,150.985074,Check dam,River water,Dry sub-humid
Campo de pozos de Barranca,South America,Costa Rica,9.998702778,-84.69346111,Bank filtration,River water,Humid
Calvinia artificial recharge scheme,Africa,South Africa,-31.464017,19.773245,Aquifer storage and recovery,Lake water,Semi-arid
Xiao Zhen Cun,Asia,China,37.068383,117.694767,Subsurface Dam,River water,Dry sub-humid
Remmerden,Europe,Netherlands,51.97388,5.534663,Bank filtration,River water,Humid
San Gabriel Coastal Spreading Grounds,North America,USA,33.990456,-118.077179,Infiltration basin,Lake water,Semi-arid
Hickory Basin,North America,USA,34.09242,-117.510832,Infiltration basin,Reclaimed wastewater,Semi-arid
Echo Meadows,North America,USA,45.76608,-119.265419,Surface flooding and ditch-and-furrow,River water,Semi-arid
Kotwal Cheruvu,Asia,India,17.124582,78.418538,Check dam,River water,Dry sub-humid
"Ci, Handan",Asia,China,36.344002,114.225621,Aquifer storage using wells,Reclaimed wastewater,Dry sub-humid
Prenzlau I,Europe,Germany,53.301,13.862,Bank filtration,River water,Humid
Bodenheim,Europe,Germany,49.937,8.325,Bank filtration,River water,Humid
Missouri River - Missouri–American Water Company,North America,USA,39.189814,-94.670103,Bank filtration,River water,Humid
Hartfield Park,Oceania,Australia,-31.99489,115.997794,Aquifer storage and recovery,Storm water,Dry sub-humid
Tanggeli Desert,Asia,China,37.585192,105.124609,Infiltration basin,Storm water,Semi-arid
Innovation Farm,Asia,China,47.365331,133.043657,Infiltration basin,Storm water,Dry sub-humid
San Sevaine Flood Control Basins,North America,USA,34.143642,-117.492214,Infiltration basin,Reclaimed wastewater,Semi-arid
s-Gravendeel,Europe,Netherlands,51.78053,4.617949,Bank filtration,River water,Humid
Sedgefield,Africa,South Africa,-34.021103,22.805502,Infiltration basin,Reclaimed wastewater,Semi-arid
Rokugo basin 1,Asia,Japan,39.418056,140.559722,Infiltration basin,River water,Humid
El Rio spreading grounds,North America,USA,34.2449,-119.154675,Infiltration basin,River water,Semi-arid
Chaco Central,South America,Paraguay,-22.333333,-60.0166667,Aquifer storage using wells,Storm water,Humid
NW Umapine site,North America,USA,45.979755,-118.503538,Infiltration basin,River water,Semi-arid
Moulle,Europe,France,50.79,2.17,Infiltration basin,River water,Humid
Murray Avenue,North America,USA,39.925997,-75.026402,Aquifer storage and recovery,River water,Humid
Departamento de Ciências Agrárias UNITAU,South America,Brasil,-7.453025,-44.7798,Rooftop Rainwater Harvesting,Storm water,Humid
Tarim Basin,Asia,China,38.850061,80.840264,Subsurface Dam,River water,Arid
Dinamarca,South America,Brasil,-6.4053,-37.23023,Subsurface Dam,Storm water,Dry sub-humid
Chang'an University,Asia,China,34.231632,108.954279,Aquifer storage and recovery,River water,Dry sub-humid
East Trolley Lane,North America,USA,45.993053,-118.423774,Reverse Drainage,Storm water,Semi-arid
Plaine de Millegrand,Europe,France,43.20966004,2.440985933,Aquifer storage using wells,River water,Humid
Na Grobli,Europe,Poland,51.1045,17.058,Infiltration basin,River water,Humid
N/A,Asia,China,39.641662,116.169693,Surface flooding and ditch-and-furrow,Reclaimed wastewater,Semi-arid
Linkes Tumed-Banne,Asia,China,40.728667,111.515349,Aquifer storage and recovery,Groundwater,Semi-arid
"Minqin, Wuwei",Asia,China,37.909021,102.647167,Infiltration basin,River water,Semi-arid
Santiago Creek: Santiago Basins - Hart Park (3),North America,USA,33.78308,-117.832347,Infiltration basin,River water,Semi-arid
El Paso Water Utilities 3 (EPWU),North America,USA,31.968394,-106.424907,Infiltration basin,Reclaimed wastewater,Semi-arid
Fazenda Caraíba,South America,Brasil,-11.46667,-40.2,Subsurface Dam,River water,Dry sub-humid
Grenade,Europe,France,43.77177108,1.293294114,Infiltration basin,River water,Humid
Chaobai River,Asia,China,40.426251,116.984759,Check dam,River water,Semi-arid
JNU – IIT - Sanjay Van Project – IIT Campus,Asia,India,28.544442,77.189911,Rooftop Rainwater Harvesting,Storm water,Humid
Highlands Ranch ASR Program,North America,USA,39.54179,-104.95322,Aquifer storage and recovery,Lake water,Semi-arid
Zhengzhou,Asia,China,34.834083,113.784243,Infiltration basin,Reclaimed wastewater,Dry sub-humid
Belcaire,Europe,Spain,39.81,-0.21,Aquifer storage and recovery,River water,Semi-arid
Kabashima,Asia,Japan,32.561744,129.783152,Subsurface Dam,Groundwater,Humid
Anspach AR site,North America,USA,45.945574,-118.410467,Reverse Drainage,River water,Semi-arid
Ana Catchment 3,Africa,Kenia,-1.36987,37.96826,Subsurface Dam,River water,Semi-arid
Halstead Diversion well 07143880,North America,USA,38.008083,-97.519249,Bank filtration,River water,Semi-arid
Kraljevo,Europe,Serbia and Montenegro,43.7272,20.6868,Bank filtration,River water,Humid
St. George,North America,USA,37.082515,-113.567102,Infiltration basin,River water,Semi-arid
Trumbull,North America,USA,45.962058,-118.428878,Reverse Drainage,River water,Semi-arid
Baumberg,Europe,Germany,51.17,7.051,Bank filtration,River water,Humid
Rossdale Golf Club,Oceania,Australia,-38.029713,145.1164,Aquifer storage and recovery,Storm water,Humid
Schoonhoven,Europe,Netherlands,51.948,4.854,Bank filtration,River water,Humid
Weißer Bogen,Europe,Germany,50.874,7.037,Bank filtration,River water,Humid
Stateline Project,North America,USA,46.963543,-117.460373,Aquifer storage and recovery,Reclaimed wastewater,Dry sub-humid
N/A,Asia,China,39.703593,116.158776,Subsurface Dam,River water,Semi-arid
Aldinga wastewater storage and recovery scheme,Oceania,Australia,-35.289684,138.48209,Aquifer storage and recovery,Reclaimed wastewater,Semi-arid
Nahal Shiqma,Asia,Israel,31.599901,34.514603,Infiltration basin,Storm water,Semi-arid
Cole's ASR test site 1,North America,Canada,52.143753,-106.475703,Aquifer storage using wells,River water,Semi-arid
Beeckerwerth-Alsum,Europe,Germany,51.47,6.7,Bank filtration,River water,Humid
Iasi,Europe,Romania,47.1569,27.5903,Bank filtration,River water,Humid
Bielany,Europe,Poland,50.042,19.84,Infiltration basin,River water,Humid
Kiindu Dam,Africa,Kenia,-1.449857,38.00249,Subsurface Dam,River water,Semi-arid
Hinds/Hekeao MAR Pilot Project,Oceania,New Zealand,-43.879261,171.61935,Infiltration basin,River water,Humid
Jagsi-Sarfabad shallow,Asia,India,29.276362,76.63632,Aquifer storage and recovery,River water,Humid
Anaheim Lake,North America,USA,33.864873,-117.847346,Infiltration basin,River water,Semi-arid
Fountain Hills,North America,USA,33.606484,-111.72893,Aquifer storage and recovery,Reclaimed wastewater,Semi-arid
Olive Basin,North America,USA,33.848304,-117.841728,Infiltration basin,River water,Semi-arid
Mas-Grenier,Europe,France,43.89139,1.197222,Infiltration basin,River water,Humid
Badhyan,Asia,India,28.976451,75.752161,Aquifer storage and recovery,Storm water,Semi-arid
Locher Rd,North America,USA,46.001784,-118.474153,Infiltration basin,River water,Semi-arid
